id,room_id,partner_id,room_recommendation_action_id,snapshot_date,discount_pct,estimated_inquiry_uplift_pct,estimated_reservation_uplift_pct,estimated_revenue_uplift_pct,expected_revenue,expected_occupancy_rate,simulation_type,confidence_score,simulation_factors_json,is_recommended,simulated_at,created_at,updated_at
37,13,2,13,12/5/2026,5,2.15,2.31,-1.78,123757.2,71.62,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": -1.78, ""long_term_growth_bonus"": 0.69, ""short_term_revenue_impact"": -2.47}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 6000, ""anchor_revenue_used"": 126000, ""targeted_daily_value"": 6000, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 38.18, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
38,13,2,13,12/5/2026,10,4.3,4.62,-3.55,121527,73.23,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": -3.55, ""long_term_growth_bonus"": 1.39, ""short_term_revenue_impact"": -4.94}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 6000, ""anchor_revenue_used"": 126000, ""targeted_daily_value"": 6000, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 38.18, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
39,13,2,13,12/5/2026,15,6.45,6.93,-5.32,119296.8,74.85,campaign_discount,31.91,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": -5.32, ""long_term_growth_bonus"": 2.08, ""short_term_revenue_impact"": -7.4}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 6000, ""anchor_revenue_used"": 126000, ""targeted_daily_value"": 6000, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 38.18, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
40,14,2,14,12/5/2026,0,0,0,0,126000,0,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": 0, ""long_term_growth_bonus"": 0, ""short_term_revenue_impact"": 0}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""anchor_revenue_used"": 126000, ""targeted_daily_value"": 6000, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 38.18, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",1,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
41,14,2,14,12/5/2026,5,2.15,2.31,-1.78,123757.2,71.62,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": -1.78, ""long_term_growth_bonus"": 0.69, ""short_term_revenue_impact"": -2.47}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 6000, ""anchor_revenue_used"": 126000, ""targeted_daily_value"": 6000, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 38.18, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
42,14,2,14,12/5/2026,10,4.3,4.62,-3.55,121527,73.23,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": -3.55, ""long_term_growth_bonus"": 1.39, ""short_term_revenue_impact"": -4.94}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 6000, ""anchor_revenue_used"": 126000, ""targeted_daily_value"": 6000, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 38.18, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
43,14,2,14,12/5/2026,15,6.45,6.93,-5.32,119296.8,74.85,campaign_discount,31.91,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": -5.32, ""long_term_growth_bonus"": 2.08, ""short_term_revenue_impact"": -7.4}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 6000, ""anchor_revenue_used"": 126000, ""targeted_daily_value"": 6000, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 38.18, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
44,15,2,15,12/5/2026,0,0,0,0,126000,0,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": 0, ""long_term_growth_bonus"": 0, ""short_term_revenue_impact"": 0}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""anchor_revenue_used"": 126000, ""targeted_daily_value"": 6000, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 38.18, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",1,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
45,15,2,15,12/5/2026,5,2.15,2.31,-1.78,123757.2,71.62,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": -1.78, ""long_term_growth_bonus"": 0.69, ""short_term_revenue_impact"": -2.47}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 6000, ""anchor_revenue_used"": 126000, ""targeted_daily_value"": 6000, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 38.18, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
46,15,2,15,12/5/2026,10,4.3,4.62,-3.55,121527,73.23,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": -3.55, ""long_term_growth_bonus"": 1.39, ""short_term_revenue_impact"": -4.94}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 6000, ""anchor_revenue_used"": 126000, ""targeted_daily_value"": 6000, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 38.18, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
47,15,2,15,12/5/2026,15,6.45,6.93,-5.32,119296.8,74.85,campaign_discount,31.91,"{""campaign_type"": 1, ""price_gap_pct"": 0, ""hybrid_metrics"": {""total_uplift_score"": -5.32, ""long_term_growth_bonus"": 2.08, ""short_term_revenue_impact"": -7.4}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 6000, ""anchor_revenue_used"": 126000, ""targeted_daily_value"": 6000, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 38.18, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
48,16,2,16,12/5/2026,0,0,0,0,136500,0,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 6.4, ""hybrid_metrics"": {""total_uplift_score"": 0, ""long_term_growth_bonus"": 0, ""short_term_revenue_impact"": 0}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""anchor_revenue_used"": 136500, ""targeted_daily_value"": 6500, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 42.5, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",1,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
49,16,2,16,12/5/2026,5,2.64,2.59,-1.51,134438.85,71.81,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 6.4, ""hybrid_metrics"": {""total_uplift_score"": -1.51, ""long_term_growth_bonus"": 0.78, ""short_term_revenue_impact"": -2.29}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 6500, ""anchor_revenue_used"": 136500, ""targeted_daily_value"": 6500, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 42.5, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
50,16,2,16,12/5/2026,10,4.79,4.9,-3.29,132009.15,73.43,campaign_discount,31.5,"{""campaign_type"": 1, ""price_gap_pct"": 6.4, ""hybrid_metrics"": {""total_uplift_score"": -3.29, ""long_term_growth_bonus"": 1.47, ""short_term_revenue_impact"": -4.76}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 6500, ""anchor_revenue_used"": 136500, ""targeted_daily_value"": 6500, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 42.5, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
51,16,2,16,12/5/2026,15,6.94,7.21,-5.07,129579.45,75.05,campaign_discount,34.5,"{""campaign_type"": 1, ""price_gap_pct"": 6.4, ""hybrid_metrics"": {""total_uplift_score"": -5.07, ""long_term_growth_bonus"": 2.16, ""short_term_revenue_impact"": -7.23}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 6500, ""anchor_revenue_used"": 136500, ""targeted_daily_value"": 6500, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 42.5, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
52,17,2,17,12/5/2026,0,0,0,0,136500,0,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 6.4, ""hybrid_metrics"": {""total_uplift_score"": 0, ""long_term_growth_bonus"": 0, ""short_term_revenue_impact"": 0}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""anchor_revenue_used"": 136500, ""targeted_daily_value"": 6500, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 42.5, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",1,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
53,17,2,17,12/5/2026,5,2.64,2.59,-1.51,134438.85,71.81,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 6.4, ""hybrid_metrics"": {""total_uplift_score"": -1.51, ""long_term_growth_bonus"": 0.78, ""short_term_revenue_impact"": -2.29}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 6500, ""anchor_revenue_used"": 136500, ""targeted_daily_value"": 6500, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 42.5, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
54,17,2,17,12/5/2026,10,4.79,4.9,-3.29,132009.15,73.43,campaign_discount,31.5,"{""campaign_type"": 1, ""price_gap_pct"": 6.4, ""hybrid_metrics"": {""total_uplift_score"": -3.29, ""long_term_growth_bonus"": 1.47, ""short_term_revenue_impact"": -4.76}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 6500, ""anchor_revenue_used"": 136500, ""targeted_daily_value"": 6500, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 42.5, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
55,17,2,17,12/5/2026,15,6.94,7.21,-5.07,129579.45,75.05,campaign_discount,34.5,"{""campaign_type"": 1, ""price_gap_pct"": 6.4, ""hybrid_metrics"": {""total_uplift_score"": -5.07, ""long_term_growth_bonus"": 2.16, ""short_term_revenue_impact"": -7.23}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 6500, ""anchor_revenue_used"": 136500, ""targeted_daily_value"": 6500, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 42.5, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
56,18,2,18,12/5/2026,0,0,0,0,136500,0,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 6.4, ""hybrid_metrics"": {""total_uplift_score"": 0, ""long_term_growth_bonus"": 0, ""short_term_revenue_impact"": 0}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""anchor_revenue_used"": 136500, ""targeted_daily_value"": 6500, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 42.5, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",1,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
57,18,2,18,12/5/2026,5,2.64,2.59,-1.51,134438.85,71.81,campaign_discount,30,"{""campaign_type"": 1, ""price_gap_pct"": 6.4, ""hybrid_metrics"": {""total_uplift_score"": -1.51, ""long_term_growth_bonus"": 0.78, ""short_term_revenue_impact"": -2.29}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 6500, ""anchor_revenue_used"": 136500, ""targeted_daily_value"": 6500, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 42.5, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
58,18,2,18,12/5/2026,10,4.79,4.9,-3.29,132009.15,73.43,campaign_discount,31.5,"{""campaign_type"": 1, ""price_gap_pct"": 6.4, ""hybrid_metrics"": {""total_uplift_score"": -3.29, ""long_term_growth_bonus"": 1.47, ""short_term_revenue_impact"": -4.76}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 6500, ""anchor_revenue_used"": 136500, ""targeted_daily_value"": 6500, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 42.5, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
59,18,2,18,12/5/2026,15,6.94,7.21,-5.07,129579.45,75.05,campaign_discount,34.5,"{""campaign_type"": 1, ""price_gap_pct"": 6.4, ""hybrid_metrics"": {""total_uplift_score"": -5.07, ""long_term_growth_bonus"": 2.16, ""short_term_revenue_impact"": -7.23}, ""primary_action"": ""campaign_launch"", ""simulation_type"": ""campaign_discount"", ""discount_targets"": [""rent_fee"", ""cleaning_fee"", ""other_fee"", ""season_fee"", ""option_fee"", ""initial_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 6500, ""anchor_revenue_used"": 136500, ""targeted_daily_value"": 6500, ""discount_target_scope"": ""all_discountable_fees"", ""risk_confidence_score"": 42.5, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
60,19,2,19,12/5/2026,0,0,0,0,110319.93,0,price_adjustment,30,"{""campaign_type"": null, ""price_gap_pct"": 63.5, ""hybrid_metrics"": {""total_uplift_score"": 0, ""long_term_growth_bonus"": 0, ""short_term_revenue_impact"": 0}, ""primary_action"": ""price_adjustment"", ""simulation_type"": ""price_adjustment"", ""discount_targets"": [""rent_fee""], ""benchmark_strength"": ""broad"", ""anchor_revenue_used"": 110319.93, ""targeted_daily_value"": 5253.33, ""discount_target_scope"": ""rent_only"", ""risk_confidence_score"": 42.5, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
61,19,2,19,12/5/2026,5,5.6,4.15,-0.08,110231.67,72.91,price_adjustment,30,"{""campaign_type"": null, ""price_gap_pct"": 63.5, ""hybrid_metrics"": {""total_uplift_score"": -0.08, ""long_term_growth_bonus"": 1.25, ""short_term_revenue_impact"": -1.33}, ""primary_action"": ""price_adjustment"", ""simulation_type"": ""price_adjustment"", ""discount_targets"": [""rent_fee""], ""benchmark_strength"": ""broad"", ""room_price_per_day"": 5253.33, ""anchor_revenue_used"": 110319.93, ""targeted_daily_value"": 5253.33, ""discount_target_scope"": ""rent_only"", ""risk_confidence_score"": 42.5, ""discount_component_share"": 1, ""avg_market_occupancy_rate"": 0.7}",0,12/5/2026 10:40,12/5/2026 10:40,12/5/2026 10:40
